uniprot,proteinName,meanAbu,log10meanAbu,stdDev,relStdDev,Rank,conc_thpa_ugl,mars14,sepromix20
Q14574,Desmocollin-3,10748.8007568359,4.03136001274077,2172.11507455435,0.202079759751147,896,2.7,0,0
P35916,Vascular endothelial growth factor receptor 3,10747.1111816406,4.03129174178881,2862.07284842733,0.26631089974361,897,270,0,0
A0A075B6R2,Immunoglobulin heavy variable 4-4,10736.5176513672,4.03086344244048,11314.8606411215,1.05386690624782,898,,0,0
Q9H8L6,Multimerin-2,10726.1620605469,4.03044435439001,1305.05972566889,0.121670707407003,899,86,0,0
Q92686,Neurogranin,10721.7409667969,4.03026531062575,11094.7248119648,1.03478761950349,900,,0,0
P01817,Immunoglobulin heavy variable 2-5,10707.0114013672,4.0296682651343,22543.8697232515,2.10552402329308,901,,0,0
P04080,Cystatin-B,10702.7491882324,4.02949534814517,16776.5580789885,1.56749988100573,902,6.1,0,0
Q12884,Prolyl endopeptidase FAP,10702.3712158203,4.02948001056894,6748.70351429857,0.630580212385325,903,34,0,0
Q86SQ4,Adhesion G-protein coupled receptor G6,10691.91640625,4.02905555460692,3236.36377600102,0.302692581295266,904,70,0,0
P0DTE7,Alpha-amylase 1B,10690.1048339844,4.02898196419827,4183.31301967278,0.391325724549849,906,,0,0
P0DTE8,Alpha-amylase 1C,10690.1048339844,4.02898196419827,4183.31301967278,0.391325724549849,906,,0,0
P0DUB6,Alpha-amylase 1A,10690.1048339844,4.02898196419827,4183.31301967278,0.391325724549849,906,,0,0
Q8IWL1,Pulmonary surfactant-associated protein A2,10654.1356201172,4.02751822076622,4674.02390196997,0.438705125279657,908.5,,0,0
Q8IWL2,Pulmonary surfactant-associated protein A1,10654.1356201172,4.02751822076622,4674.02390196997,0.438705125279657,908.5,,0,0
Q15185,Prostaglandin E synthase 3,10619.5178466797,4.0261047991108,8093.18540534031,0.762104788765974,910,0.58,0,0
Q9H3K6,BolA-like protein 2,10568.0341064453,4.02399420621672,6315.7198562208,0.597624855541384,911,,0,0
P36959,GMP reductase 1,10559.5772705078,4.02364653251971,7458.56149293607,0.706331446976323,912,3.8,0,0
Q13332,Receptor-type tyrosine-protein phosphatase S,10550.2724121094,4.02326367342978,1810.84084200913,0.171639249800857,913,92,0,0
P21399,Cytoplasmic aconitate hydratase,10549.346862793,4.02322557217725,16453.2141053106,1.55964291622075,914,8,0,0
Q92506,(3R)-3-hydroxyacyl-CoA dehydrogenase,10545.095526123,4.0230505182889,25786.0248582627,2.44530974559536,915,,0,0
O60888,Protein CutA,10537.9895507813,4.02275776360095,12748.1271070596,1.20973047521332,916,,0,0
Q14697,Neutral alpha-glucosidase AB,10533.7329345703,4.02258230334055,2665.1887053916,0.253014645610086,917,37,0,0
P36969,Phospholipid hydroperoxide glutathione peroxidase,10531.3354248047,4.02248344534035,5672.65481064754,0.538645345706738,918,0.22,0,0
P14314,Glucosidase 2 subunit beta,10526.2806884766,4.02227494651265,2981.27963296889,0.283222509564332,919,62,0,0
Q92485,Acid sphingomyelinase-like phosphodiesterase 3b,10492.4995849609,4.02087896070467,3812.24927351343,0.363330895812242,920,,0,0
P02792,Ferritin light chain,10478.8836669922,4.02031501899422,16057.2557540906,1.53234411835967,921,240,0,0
P11766,Alcohol dehydrogenase class-3,10477.5548217773,4.02025994187363,5851.0656786763,0.558438087722051,922,6.8,0,0
Q13308,Inactive tyrosine-protein kinase 7,10473.9297607422,4.02010965715145,2952.51094875689,0.281891421481871,923,10,0,0
P21549,Serine--pyruvate aminotransferase,10452.8970031738,4.01923667112926,23868.237069722,2.28340880642704,924,5.2,0,0
O60336,Mitogen-activated protein kinase-binding protein 1,10450.7016601563,4.01914544995943,9861.09585061143,0.943582179578169,925,,0,0
P54727,UV excision repair protein RAD23 homolog B,10432.4962158203,4.01838823585212,4474.78097995568,0.428927160612809,926,8.2,0,0
O15511,Actin-related protein 2/3 complex subunit 5,10404.7037963867,4.01722972112373,6304.51719517072,0.605929521738054,927,15,0,0
P46531,Neurogenic locus notch homolog protein 1,10376.3236572266,4.01604350975637,1592.4375365326,0.153468375615245,928,8.1,0,0
Q969E1,Liver-expressed antimicrobial peptide 2,10358.850769043,4.01531157661116,4040.67673798473,0.390069982479151,929,1.3,0,0
Q96CG8,Collagen triple helix repeat-containing protein 1,10356.4616699219,4.01521140215589,3763.08935407822,0.363356663116642,930,,0,0
A0A075B6H9,Immunoglobulin lambda variable 4-69,10326.3125488281,4.01394526579906,6116.82800418802,0.592353560408375,931,,0,0
P14209,CD99 antigen,10310.6722290039,4.01328698107689,8352.75786380393,0.810107981156421,932,34,0,0
Q8NCW5,NAD(P)H-hydrate epimerase,10307.6894042969,4.01316132372906,2525.17964313241,0.244980183636477,933,,0,0
P08887,Interleukin-6 receptor subunit alpha,10287.857421875,4.01232493678913,1929.81908678423,0.187582215387323,934,22,0,0
P07148,"Fatty acid-binding protein, liver",10277.2503295898,4.01187693504631,12051.6123200459,1.1726494863463,935,32,0,0
P56537,Eukaryotic translation initiation factor 6,10258.5388397217,4.01108550706856,7473.55167812095,0.7285200938347,936,0.15,0,0
P07900,Heat shock protein HSP 90-alpha,10218.4477416992,4.0093849282434,6561.6492098045,0.642137570761151,937,94,0,0
P06737,"Glycogen phosphorylase, liver form",10211.4738769531,4.00908843066979,11962.070639742,1.1714342889071,938,17,0,0
O00115,Deoxyribonuclease-2-alpha,10206.4028564453,4.00887270635152,4965.65894013839,0.48652390170966,939,,0,0
P06753,Tropomyosin alpha-3 chain,10200.9670654297,4.00864134541596,8392.96485717734,0.822761685568074,940,410,0,0
O00151,PDZ and LIM domain protein 1,10196.4185668945,4.00844765511828,7971.32591728901,0.781777039162565,941,210,0,0
Q9BR76,Coronin-1B,10182.1744628906,4.00784053403127,9078.68198861294,0.891625067091571,942,200,0,0
Q01995,Transgelin,10177.3876464844,4.00763631667353,6653.80563579991,0.653783256265999,943,8,0,0
A0A0C4DH67,Immunoglobulin kappa variable 1-8,10166.5002563477,4.0071714759378,11925.3507410925,1.17300451880151,944,,0,0
P01889,"HLA class I histocompatibility antigen, B alpha chain",10129.2957763672,4.00557925275722,3000.65085112286,0.296234893063714,945,,0,0
Q92743,Serine protease HTRA1,10105.9175292969,4.00457574979797,2306.23731059192,0.228206622892596,946,2.6,0,0
P09326,CD48 antigen,10100.6702392578,4.00435019274834,3482.57839173463,0.344786861588556,947,2.6,0,0
Q12864,Cadherin-17,10095.7232666016,4.00413743763747,5245.51272155879,0.519577704641715,948,3.4,0,0
Q9NTN9,Semaphorin-4G,10084.1627441406,4.00363984596037,6731.38205938915,0.667520172986141,949,0.84,0,0
Q10471,Polypeptide N-acetylgalactosaminyltransferase 2,10081.3309082031,4.00351787019815,1791.41986182442,0.177696762276373,950,11,0,0
P54819,"Adenylate kinase 2, mitochondrial",10064.340234375,4.00278531007794,9356.63806088092,0.929682208966176,951,5.5,0,0
Q9UM47,Neurogenic locus notch homolog protein 3,10056.2919921875,4.00243787493593,1689.47402700927,0.1680016877316,952,18,0,0
Q14116,Interleukin-18,10030.5384399414,4.00132424660157,8896.59561455146,0.886950951618448,953,,0,0
O75367,Core histone macro-H2A.1,10009.9519714355,4.00043199370404,13497.379353931,1.34839601553007,954,4.7,0,0
A0A0C4DH38,Immunoglobulin heavy variable 5-51,9985.41036376953,3.999365917485,12142.1680240239,1.21599088887521,955,,0,0
A0A0C4DH33,Immunoglobulin heavy variable 1-24,9933.17095947266,3.99708791016384,18187.0734501622,1.83094336384278,956,,0,0
P16083,Ribosyldihydronicotinamide dehydrogenase [quinone],9929.35778198242,3.99692115979842,9698.28524018689,0.976728349721184,957,6.5,0,0
Q96AP7,Endothelial cell-selective adhesion molecule,9884.86560058594,3.99497076881199,3042.30378375596,0.307773914859867,958,64,0,0
Q9NS62,Thrombospondin type-1 domain-containing protein 1,9881.92580566406,3.99484158884588,3904.12728508439,0.395077575147007,959,,0,0
Q93088,Betaine--homocysteine S-methyltransferase 1,9878.19284667969,3.99467750040736,20374.2102702421,2.06254429190359,960,9.2,0,0
Q6UXH9,Inactive serine protease PAMR1,9865.66086425781,3.99412618234922,2004.50493003817,0.20317999550342,961,,0,0
P14207,Folate receptor beta,9852.38950195312,3.99354157279812,2999.83774578368,0.304478192339939,962,,0,0
P47756,F-actin-capping protein subunit beta,9845.40577392578,3.99323362009276,6765.07838923425,0.687130479390767,963,35,0,0
Q8TEA8,D-aminoacyl-tRNA deacylase 1,9836.82517089844,3.99285495277677,11060.2890884184,1.12437589326478,964,,0,0
P58499,Protein FAM3B,9835.39094238281,3.99279162716794,3704.12496949921,0.376611869441543,965,,0,0
O75131,Copine-3,9812.10378417969,3.99176213316033,12723.2039270444,1.29668460575787,966,0.052,0,0
P23381,"Tryptophan--tRNA ligase, cytoplasmic",9811.4521484375,3.99173329008947,4332.34501665055,0.441560020994496,967,53,0,0
P42330,Aldo-keto reductase family 1 member C3,9808.23090820313,3.99159068158074,11008.8152524295,1.12240579931925,968,11,0,0
P35442,Thrombospondin-2,9801.66186523438,3.99129971627539,6823.14316319438,0.696121051410217,969,22,0,0
Q01469,Fatty acid-binding protein 5,9793.05838623047,3.99091834377823,18034.8650420719,1.84159680569554,970,28,0,0
O75339,Cartilage intermediate layer protein 1,9790.70178222656,3.99081382246965,3757.7837344769,0.383811479305656,971,,0,0
A0A0B4J1X8,Immunoglobulin heavy variable 3-43,9773.81873168945,3.99006428020504,12255.1486554174,1.2538751732404,972,,0,0
Q5SYE7,NHS-like protein 1,9763.53088378906,3.98960690435062,12685.0199909418,1.29922464955823,973,,0,0
P03973,Antileukoproteinase,9750.996484375,3.98904899985768,2290.39022577155,0.234887811665369,974,2.6,0,0
P07951,Tropomyosin beta chain,9740.41422119141,3.98857742609346,11944.0051414523,1.22623174643505,975,290,0,0
P61960,Ubiquitin-fold modifier 1,9738.79166259766,3.98850507527488,11211.0979019758,1.1511795600919,976,0.16,0,0
P52565,Rho GDP-dissociation inhibitor 1,9731.83795166016,3.98819486872511,6124.77287947327,0.629354178511413,977,49,0,0
P24752,"Acetyl-CoA acetyltransferase, mitochondrial",9731.70651245117,3.98818900305935,27945.6033339491,2.87160358753054,978,0.87,0,0
Q8N4T8,3-oxoacyl-[acyl-carrier-protein] reductase,9707.11852416992,3.98709033240343,22960.976776882,2.36537513369298,979,,0,0
Q4G148,Glucoside xylosyltransferase 1,9700.468359375,3.98679270343961,3127.09467629331,0.322365329223628,980,,0,0
Q14766,Latent-transforming growth factor beta-binding protein 1,9696.40024414062,3.98661053382656,8872.85914743674,0.915067336746795,981,200,0,0
Q9Y274,"Type 2 lactosamine alpha-2,3-sialyltransferase",9682.66689453125,3.98599499140553,1949.94257978887,0.201384866486545,982,,0,0
Q9BXJ0,Complement C1q tumor necrosis factor-related protein 5,9666.93845214844,3.98528895351816,4339.53201344594,0.448904483557718,983,,0,0
Q6UXD5,Seizure 6-like protein 2,9660.64006347656,3.98500590144936,9000.29265406194,0.931645584032142,984,,0,0
O00462,Beta-mannosidase,9641.94328613281,3.98416457263631,1466.05631988383,0.152049880027021,985,12,0,0
Q8IWV2,Contactin-4,9602.04633789063,3.98236379747169,1717.83942355509,0.178903471521099,986,89,0,0
P08254,Stromelysin-1,9594.69730224609,3.98203127797322,6960.24204390447,0.725425912318787,987,0.17,0,0
A0A0C4DH31,Immunoglobulin heavy variable 1-18,9578.53665771485,3.98129916565241,14143.9972356981,1.4766344527487,988,,0,0
P05413,"Fatty acid-binding protein, heart",9559.762109375,3.9804470851766,8552.15126842865,0.894598753670008,989,4.4,0,0
Q04917,14-3-3 protein eta,9557.70235595703,3.98035350168402,5986.45915727234,0.626349192966985,990,130,0,0
Q9BT73,Proteasome assembly chaperone 3,9554.04793701172,3.9801874160061,10393.2242412366,1.08783463404804,991,,0,0
P21291,Cysteine and glycine-rich protein 1,9545.77473144531,3.979811181335,10637.4628710129,1.11436349277878,992,25,0,0
P10646,Tissue factor pathway inhibitor,9543.9966796875,3.97973027957326,1944.55381920354,0.203746279935547,993,95,0,0
Q99733,Nucleosome assembly protein 1-like 4,9541.11458740234,3.97959911169399,8689.70716541483,0.910764364667449,994,5.7,0,0
Q8NBS9,Thioredoxin domain-containing protein 5,9528.44072265625,3.97902183653004,1997.82042672584,0.209669187737666,995,14,0,0
P49257,Protein ERGIC-53,9518.85895996094,3.9785848919672,3960.18652174185,0.416035844043865,996,,0,0
Q8N3T6,Transmembrane protein 132C,9509.17204589844,3.97814270499724,2613.95785112965,0.274888059498,997,,0,0
P22304,Iduronate 2-sulfatase,9464.16140136719,3.97608213812087,1417.49486527947,0.149775009656397,998,,0,0
Q9BXJ4,Complement C1q tumor necrosis factor-related protein 3,9456.98833007813,3.97575285311731,3750.74105078233,0.396610519107127,999,27,0,0
P28072,Proteasome subunit beta type-6,9449.42829589844,3.97540553385875,9725.33655278071,1.029198407379,1000,2.8,0,0
O00584,Ribonuclease T2,9441.75153808594,3.97505256768409,2480.80103543795,0.262747968470781,1001,,0,0
A0A075B6I1,Immunoglobulin lambda variable 4-60,9436.57817382813,3.97481454200697,15526.742954965,1.64537851209961,1002,,0,0
Q92887,ATP-binding cassette sub-family C member 2,9416.5081237793,3.97388988541306,5335.02571440422,0.566560942153472,1003,,0,0
P54764,Ephrin type-A receptor 4,9397.48605957031,3.9730116901447,3393.69912060989,0.361128401691406,1004,8.4,0,0
P24855,Deoxyribonuclease-1,9390.80505981445,3.97270282528505,7481.91704177361,0.796727968914035,1005,,0,0
O00560,Syntenin-1,9385.61689453125,3.9724628230507,8535.59888326087,0.909433975323917,1006,1.5,0,0
Q15223,Nectin-1,9359.3357421875,3.97124502675739,1246.05063521529,0.133134516117279,1007,97,0,0
P13693,Translationally-controlled tumor protein,9349.46313476563,3.97078667351392,6825.98655617786,0.730093959170306,1008,3,0,0
P50120,Retinol-binding protein 2,9342.15171813965,3.9704469160256,9342.84125340096,1.00007380904123,1009,,0,0
P23526,Adenosylhomocysteinase,9327.40848388672,3.96976099664206,5014.06270354476,0.537562251316284,1010,3.9,0,0
P30990,Neurotensin/neuromedin N,9325.25997314453,3.96966094807625,12860.0484974215,1.37905522574777,1011,,0,0
P05121,Plasminogen activator inhibitor 1,9315.50661621094,3.96920647862485,5429.57370647614,0.582853292919951,1012,14,0,0
P16949,Stathmin,9310.8970703125,3.96899152565568,9313.7912410865,1.00031083694215,1013,,0,0
A0A075B6J2,Probable non-functional immunoglobulin lambda variable 2-33,9307.91217651367,3.96885227690998,14582.7330619957,1.56670290667244,1014,,0,0
Q9UMY4,Sorting nexin-12,9307.71832885742,3.96884323214866,8391.83459254237,0.901599543093664,1015,,0,0
Q9ULV4,Coronin-1C,9298.20764160156,3.96839924034082,7667.4352422494,0.824614327598381,1016,96,0,0
Q07075,Glutamyl aminopeptidase,9259.12136230469,3.96656977657315,1804.36208428334,0.194874007336072,1017,37,0,0
Q15819,Ubiquitin-conjugating enzyme E2 variant 2,9248.15571289063,3.9660551334337,18524.4513551793,2.00304276120252,1018,,0,0
O14960,Leukocyte cell-derived chemotaxin-2,9239.67860107422,3.96565686470414,4384.02457501183,0.474478038067487,1019,0.82,0,0
P53597,"Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial",9229.6514038086,3.96518529839739,23488.2313556726,2.54486657491531,1020,0.33,0,0
Q6UX06,Olfactomedin-4,9226.93332519531,3.96505738236427,18365.3898668485,1.99041103035821,1021,,0,0
Q6UXH0,Angiopoietin-like protein 8,9219.1078125,3.96468889384577,5428.4456537177,0.588825487685195,1022,0.32,0,0
O95084,Serine protease 23,9194.83862304688,3.96354411141692,2019.56383812763,0.219641031335296,1023,0.29,0,0
Q01638,Interleukin-1 receptor-like 1,9185.725390625,3.96311345794246,7859.92115089569,0.855666898002151,1024,1.7,0,0
Q8IY63,Angiomotin-like protein 1,9155.67064208985,3.96169016136209,31960.7036658575,3.49080967580134,1025,,0,0
P18085,ADP-ribosylation factor 4,9148.31636352539,3.96134117479759,7758.10323870551,0.848036177414819,1026,4,0,0
Q96N76,Urocanate hydratase,9144.85026855469,3.96117659903356,21033.736899961,2.30006356389314,1027,0.51,0,0
Q02487,Desmocollin-2,9135.12612304688,3.96071454776575,1952.04892546814,0.213686039927062,1028,14,0,0
Q99536,Synaptic vesicle membrane protein VAT-1 homolog,9131.65266113281,3.960549383959,4479.14042848867,0.490507095999534,1029,1,0,0
P35241,Radixin,9088.85988769531,3.95850940846542,3646.49541940564,0.401204932682738,1030,,0,0
O43768,Alpha-endosulfine,9084.76298217773,3.95831360122302,7631.05184001953,0.839983591755772,1031,0.022,0,0
P80511,Protein S100-A12,9083.92067260742,3.95827333298943,12021.5863045303,1.3233918192154,1032,6.2,0,0
P08238,Heat shock protein HSP 90-beta,9059.28544921875,3.9570939440676,3682.760625491,0.406517781797967,1033,62,0,0
P08833,Insulin-like growth factor-binding protein 1,9039.1654296875,3.95612833467745,10382.2632514918,1.14858648536215,1034,22,0,0
P49247,Ribose-5-phosphate isomerase,9037.68139648438,3.95605702717137,2790.89295540669,0.308806300307548,1035,4.1,0,0
P28065,Proteasome subunit beta type-9,9026.24150390625,3.95550694921633,12052.2544390445,1.33524617459312,1036,0.42,0,0
P31150,Rab GDP dissociation inhibitor alpha,9008.67293701172,3.95466081999341,5021.68091081671,0.557427375366839,1037,70,0,0
P31327,"Carbamoyl-phosphate synthase [ammonia], mitochondrial",9007.30542602539,3.95459488935512,24457.650285201,2.71531264106288,1038,2.1,0,0
P08123,Collagen alpha-2(I) chain,9002.82465820312,3.95437879177326,2319.39466221168,0.257629660719684,1039,21,0,0
P67775,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform,8967.88534545899,3.95269004716132,9286.74272801798,1.03555547046779,1040,,0,0
Q9NUQ9,CYFIP-related Rac1 interactor B,8960.64312744141,3.95233918116608,9955.97316765851,1.11107796907668,1041,,0,0
P12931,Proto-oncogene tyrosine-protein kinase Src,8957.46330566406,3.9521850377502,9787.78953516383,1.09269658174036,1042,20,0,0
Q9P273,Teneurin-3,8946.48067016602,3.95165222792928,5340.34004085943,0.596920759988668,1043,,0,0
Q9HCB6,Spondin-1,8939.64555664063,3.95132030002112,2100.35793284834,0.234948681079211,1044,27,0,0
O43598,2'-deoxynucleoside 5'-phosphate N-hydrolase 1,8925.59367675781,3.95063711239937,3303.46336119507,0.370111331619012,1045,,0,0
P04792,Heat shock protein beta-1,8919.82075195313,3.95035612710933,6913.34295537599,0.775054022678899,1046,57,0,0
Q5T749,Keratinocyte proline-rich protein,8917.20769042969,3.95022888190004,23674.8788416363,2.6549655075372,1047,,0,0
A0A075B6K0,Immunoglobulin lambda variable 3-16,8907.91843872071,3.9497762319615,15946.1334889385,1.79010771131719,1048,,0,0
P04439,"HLA class I histocompatibility antigen, A alpha chain",8906.13366699219,3.94968920891799,4023.75910415673,0.451796397248061,1049,,0,0
O95428,Papilin,8905.87504882813,3.94967659760128,2534.55929211207,0.284594077304687,1050,46,0,0
P13224,Platelet glycoprotein Ib beta chain,8867.29098510742,3.94779096031462,9536.44648857299,1.07546335228983,1051,,0,0
P26599,Polypyrimidine tract-binding protein 1,8865.02164306641,3.94767980022491,9486.57198320157,1.0701126703533,1052,3.1,0,0
P53634,Dipeptidyl peptidase 1,8859.96770019531,3.94743213863056,4481.6605262001,0.50583260321607,1053,19,0,0
Q9BS40,Latexin,8850.32270507812,3.94695910645823,4521.44351315513,0.510878943494436,1054,,0,0
P22528,Cornifin-B,8845.60079956055,3.94672733584072,22114.9224928374,2.50010406234205,1055.5,,0,0
P35321,Cornifin-A,8845.60079956055,3.94672733584072,22114.9224928374,2.50010406234205,1055.5,,0,0
P19022,Cadherin-2,8834.01423339844,3.94615809465991,1720.05178216747,0.194707834595119,1057,160,0,0
P19367,Hexokinase-1,8833.012890625,3.94610886423326,7171.98773379448,0.81195259449995,1058,16,0,0
P09668,Pro-cathepsin H,8821.71643066406,3.94555309350392,1801.26263041366,0.204185052259504,1059,10,0,0
Q15125,"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase",8820.96795654297,3.94551624444244,21463.7509880434,2.43326481785059,1060,,0,0
Q9NU53,Glycoprotein integral membrane protein 1,8792.0613647461,3.9440907106117,3068.99122757606,0.349063899836041,1061,,0,0
P05091,"Aldehyde dehydrogenase, mitochondrial",8778.03387451172,3.9433972524585,22100.4521896603,2.51769957892645,1062,1.4,0,0
P10321,"HLA class I histocompatibility antigen, C alpha chain",8772.54807128906,3.94312575671513,5335.15638133954,0.608164963928842,1063,,0,0
Q9Y4L1,Hypoxia up-regulated protein 1,8762.28022460938,3.94261713814317,1428.02295319321,0.162973896815412,1064,140,0,0
P01911,"HLA class II histocompatibility antigen, DRB1 beta chain",8758.00030517578,3.94240495598926,4961.46183943849,0.56650624189935,1065,,0,0
Q9NT99,Leucine-rich repeat-containing protein 4B,8757.95639648437,3.94240277862576,2732.97105402735,0.312055795930249,1066,,0,0
O75995,SAM and SH3 domain-containing protein 3,8755.82380371094,3.94229701353477,11464.7536390538,1.30938606076047,1067,,0,0
Q8NFT8,Delta and Notch-like epidermal growth factor-related receptor,8754.00559082031,3.94220681964306,3842.3897142827,0.438929319203535,1068,,0,0
Q8IUK5,Plexin domain-containing protein 1,8749.751171875,3.94199570259738,2232.28433573716,0.255125464928941,1069,,0,0
Q9Y3C6,Peptidyl-prolyl cis-trans isomerase-like 1,8728.99766845703,3.94096437749138,5428.90078380538,0.621938622279986,1070,,0,0
P26022,Pentraxin-related protein PTX3,8716.16066894531,3.94032522719529,5981.07655144033,0.686205403802414,1071,0.31,0,0
O15400,Syntaxin-7,8710.84000244141,3.94006003684864,10383.2193282252,1.19198829565404,1072,0.85,0,0
Q9UQ80,Proliferation-associated protein 2G4,8705.71489257813,3.93980444014649,4921.57183185673,0.565326557621651,1073,1.2,0,0
Q9HAB8,Phosphopantothenate--cysteine ligase,8700.94168701172,3.93956625806012,5430.3332380544,0.624108680806412,1074,,0,0
Q8IVF2,Protein AHNAK2,8699.8400390625,3.93951126747021,5712.33161961919,0.656601913824929,1075,,0,0
Q6UVK1,Chondroitin sulfate proteoglycan 4,8696.77045898438,3.93935800753447,2282.96359654124,0.262507054464428,1076,,0,0
P22314,Ubiquitin-like modifier-activating enzyme 1,8689.06975097656,3.9389732835093,3984.40312218019,0.458553474234958,1077,16,0,0
P13497,Bone morphogenetic protein 1,8687.65551757813,3.93890259196611,1979.45274784689,0.22784659725996,1078,2.1,0,0
P29350,Tyrosine-protein phosphatase non-receptor type 6,8678.95024414063,3.93846719859266,7268.76018925937,0.837516057217483,1079,7.4,0,0
Q99439,Calponin-2,8678.82564086914,3.9384609634029,8002.59102310134,0.922082244101855,1080,39,0,0
Q5T6V5,Queuosine salvage protein,8660.45766601563,3.9375408431228,2532.89226774787,0.292466329774598,1081,,0,0
P11586,"C-1-tetrahydrofolate synthase, cytoplasmic",8646.37457275391,3.9368340458352,15634.9736314823,1.80826929251372,1082,0.25,0,0
P60022,Beta-defensin 1,8635.02459106445,3.93626357870121,9217.56543595381,1.06746255772012,1083,,0,0
A0A087WW87,Immunoglobulin kappa variable 2-40,8630.7715209961,3.93604961985596,30976.5607335912,3.58908362459074,1084.5,,0,0
P01614,Immunoglobulin kappa variable 2D-40,8630.7715209961,3.93604961985596,30976.5607335912,3.58908362459074,1084.5,,0,0
Q15691,Microtubule-associated protein RP/EB family member 1,8625.57485961914,3.93578804867759,6883.19483544969,0.797998388220309,1086,17,0,0
Q6UXC1,Apical endosomal glycoprotein,8616.93825683594,3.93535298109557,2230.02121248419,0.258795078485688,1087,,0,0
Q9Y624,Junctional adhesion molecule A,8598.27585449219,3.93441137427273,7363.63877487928,0.856408761418387,1088,41,0,0
P08311,Cathepsin G,8588.56818847657,3.93392076806014,6964.79369371453,0.810937695419281,1089,0.067,0,0
P08246,Neutrophil elastase,8547.24099731445,3.93182594946379,6657.01901144628,0.778850042199339,1090,0.059,0,0
Q99973,Telomerase protein component 1,8545.45147705078,3.93173501249997,5599.45130885999,0.655255175680019,1091,,0,0
Q04721,Neurogenic locus notch homolog protein 2,8524.70161132812,3.93067918639514,818.545924292481,0.0960204780897843,1092,67,0,0
Q9Y2S2,Lambda-crystallin homolog,8522.30819091797,3.93055723547285,10638.9409021831,1.24836378406507,1093,0.21,0,0
Q14847,LIM and SH3 domain protein 1,8494.28314208984,3.92912673334382,6353.13846734806,0.74793109213275,1094,26,0,0
P09417,Dihydropteridine reductase,8493.08065185547,3.9290652482446,6126.41824633247,0.721342289972725,1095,1.8,0,0
P50225,Sulfotransferase 1A1,8491.72385253906,3.92899586264087,6834.22183779415,0.804809713136242,1096,,0,0
O15204,ADAM DEC1,8480.77241210937,3.9284354087473,2769.61456012965,0.326575743994146,1097,22,0,0
Q9UBQ6,Exostosin-like 2,8477.36633300781,3.92826095075979,1669.03532892983,0.196881350099406,1098,83,0,0
P55083,Microfibril-associated glycoprotein 4,8472.71256103516,3.92802247310418,5761.91812663708,0.680055895338095,1099,140,0,0
P22626,Heterogeneous nuclear ribonucleoproteins A2/B1,8471.68615722656,3.92796985848879,9254.72304730224,1.09242987470773,1100,11,0,0
P00451,Coagulation factor VIII,8467.756640625,3.92776836810595,1992.0578213307,0.235252134168993,1101,6.4,0,0
P11413,Glucose-6-phosphate 1-dehydrogenase,8467.54133300781,3.92775732526393,7839.34805550847,0.925811607786248,1102,12,0,0
O15467,C-C motif chemokine 16,8454.99399414062,3.92711330344026,3169.68128377178,0.374888649946812,1103,20,0,0
P01715,Immunoglobulin lambda variable 3-1,8436.35345458985,3.92615476691409,16046.5274096901,1.90206912217031,1104,,0,0
Q13275,Semaphorin-3F,8433.0177734375,3.92598301564759,2263.38184772043,0.268395242193094,1105,4,0,0
Q15262,Receptor-type tyrosine-protein phosphatase kappa,8423.31196289062,3.92548288537076,1647.96629822307,0.195643507623044,1106,13,0,0
Q86SF2,N-acetylgalactosaminyltransferase 7,8414.810546875,3.92504434260858,2721.49834991277,0.323417661604212,1107,,0,0
P63167,"Dynein light chain 1, cytoplasmic",8404.56365966797,3.92451517106312,4299.89066919091,0.511613790234624,1108,0.65,0,0
P49641,Alpha-mannosidase 2x,8402.85895996094,3.92442707407224,2235.97383350445,0.266096794455163,1109,30,0,0
P08861,Chymotrypsin-like elastase family member 3B,8390.38785400391,3.92378203698608,12364.9922354991,1.47370925524003,1110,,0,0
P06858,Lipoprotein lipase,8381.71998291016,3.92333314779963,3201.87915624071,0.382007411697021,1111,0.88,0,0
O95980,Reversion-inducing cysteine-rich protein with Kazal motifs,8379.22604980469,3.92320390671839,1477.43770809338,0.176321500256914,1112,37,0,0
P48061,Stromal cell-derived factor 1,8362.24862060547,3.92232307555019,2522.70466216103,0.301677787472716,1113,,0,0
A0A0B4J1V0,Immunoglobulin heavy variable 3-15,8361.92564697266,3.92230630154816,8996.39725628099,1.07587625579259,1114,,0,0
O95154,Aflatoxin B1 aldehyde reductase member 3,8356.73040161133,3.92203639151967,14059.7232574903,1.68244308261749,1115,,0,0
Q92484,Acid sphingomyelinase-like phosphodiesterase 3a,8355.8806640625,3.92199222890171,6700.35848245195,0.801873405309542,1116,,0,0
P78552,Interleukin-13 receptor subunit alpha-1,8345.82722167969,3.92146938954801,1566.58605898559,0.187708901391599,1117,,0,0
Q99650,Oncostatin-M-specific receptor subunit beta,8326.39479980469,3.92045699930979,1837.74865277271,0.220713609786533,1118,21,0,0
P10645,Chromogranin-A,8322.81544189453,3.92027026427665,15567.6712456602,1.87048137188015,1119,78,0,0
Q6IBS0,Twinfilin-2,8319.13165283203,3.92007799719644,5622.2416522683,0.675820733087491,1120,14,0,0
Q9Y3I1,F-box only protein 7,8298.73519287109,3.91901190675995,5476.92656501665,0.659971241126181,1121,,0,0
